Infosys receives ISO 27701 accredited certification,https://www.moneycontrol.com/news/business/infosys-receives-iso-27701-accredited-certification_13436881.html,31 Jan 2020,3.20 pm
Infosys signs multi-million contract with ABN AMRO,https://www.moneycontrol.com/news/business/infosys-signs-multi-million-contractabn-amro_13428601.html,30 Jan 2020,5.00 pm
"Infosys has a strong deal pipeline, says CEO Salil Parekh",https://www.moneycontrol.com/news/business/infosys-hasstrong-deal-pipeline-says-ceo-salil-parekh_13385661.html,22 Jan 2020,4.02 pm
"Infosys, Cadila Health among 5 stocks where brokerages raise target; here's why",https://www.moneycontrol.com/news/stocks-views/infosys-cadila-health-among-5-stocksbrokerages-raise-target-here39s-why_13364141.html,16 Jan 2020,1.40 pm
Buy Infosys; target of Rs 890: ICICI Direct,https://www.moneycontrol.com/news/recommendations/buy-infosys-targetrs-890-icici-direct_13354341.html,14 Jan 2020,11.20 am
Buy Infosys target of Rs 820: Sharekhan,https://www.moneycontrol.com/news/recommendations/buy-infosys-targetrs-820-sharekhan_13354181.html,14 Jan 2020,10.46 am
Buy Infosys; target of Rs 820: Prabhudas Lilladher,https://www.moneycontrol.com/news/recommendations/buy-infosys-targetrs-820-prabhudas-lilladher_13354121.html,14 Jan 2020,10.40 am
Infosys Q3: Clean chit on whistle-blower complaint and healthy financials pave the way for rerating,https://www.moneycontrol.com/news/business/infosys-q3-clean-chitwhistle-blower-complainthealthy-financials-paveway-for-rerating_13350101.html,13 Jan 2020,10.18 am
Infosys share price gains 5% on guidance revision; here's what brokerages say,https://www.moneycontrol.com/news/buzzing-stocks/infosys-share-price-gains-5guidance-revision-here39sbrokerages-say_13349901.html,13 Jan 2020,9.35 am
"Stocks in the news: Infosys, Yes Bank, Delta Corp, HCC, Tata Steel, ILandFS Engg, Lupin",https://www.moneycontrol.com/news/stocksnews/stocksthe-news-infosys-yes-bank-delta-corp-hcc-tata-steel-ilandfs-engg-lupin_13349221.html,13 Jan 2020,7.47 am
'December quarter earnings and Budget 2020 will keep Nifty extremely volatile',https://www.moneycontrol.com/news/market-outlook/39december-quarter-earningsbudget-2020-will-keep-nifty-extremely-volatile39_13348641.html,12 Jan 2020,8.33 am
"Will it be a big rally in Infosys tomorrow after Q3 earnings, guidance and audit committee report?",https://www.moneycontrol.com/news/market-edge/will-it-bebig-rallyinfosys-tomorrow-after-q3-earnings-guidanceaudit-committee-report_13348521.html,12 Jan 2020,8.00 am
Market Week Ahead: 10 key factors that will keep traders busy,https://www.moneycontrol.com/news/market-edge/market-week-ahead-10-key-factors-that-will-keep-traders-busy_13348481.html,12 Jan 2020,7.45 am
Infosys Q3 earnings a mixed bag; check 12 key highlights from conference call,https://www.moneycontrol.com/news/results/infosys-q3-earningsmixed-bag-check-12-key-highlightsconference-call_13348221.html,11 Jan 2020,3.34 pm
Are the whistleblowers really Infosys employees? Nandan Nilekani asks,https://www.moneycontrol.com/news/business/arewhistleblowers-really-infosys-employees-nandan-nilekani-asks_13347201.html,10 Jan 2020,9.10 pm
"Infosys Q3 profit jumps 11%, raises FY20 revenue guidance to 10-10.5%",https://www.moneycontrol.com/news/results/infosys-q3-profit-jumps-11-raises-fy20-revenue-guidance-to-10-105_13346381.html,10 Jan 2020,4.31 pm
Infosys stock gains 2% ahead of its Q3 earnings today,https://www.moneycontrol.com/news/buzzing-stocks/infosys-stock-gains-2-aheadits-q3-earnings-today_13345441.html,10 Jan 2020,12.59 pm
Infosys to announce Q3 earnings on January 10; here are key things to watch out for,https://www.moneycontrol.com/news/result-poll/infosys-to-announce-q3-earningsjanuary-10-herekey-things-to-watch-out-for_13341181.html,09 Jan 2020,11.30 am
Education system should be oriented towards problem-solving: Narayana Murthy,https://www.moneycontrol.com/news/business/education-system-should-be-oriented-towards-problem-solving-narayana-murthy_13338141.html,08 Jan 2020,1.39 pm
L&T Infotech Q3 PAT seen up 1.2% QoQ to Rs. 364.5 cr: Motilal Oswal,https://www.moneycontrol.com/news/technology/lt-infotech-q3-pat-seen12-qoq-to-rs-3645-cr-motilal-oswal_13333681.html,07 Jan 2020,11.43 am
"Infosys Q3 PAT seen up 6.9% QoQ to Rs. 4,297.9 cr: Motilal Oswal",https://www.moneycontrol.com/news/technology/infosys-q3-pat-seen69-qoq-to-rs-42979-cr-motilal-oswal_13333621.html,07 Jan 2020,11.27 am
Infosys to announce Q3FY20 earnings next week; share price rises 1%,https://www.moneycontrol.com/news/buzzing-stocks/infosys-to-announce-q3fy20-earnings-next-week-share-price-rises-1_13317621.html,01 Jan 2020,10.36 am
